car_id,symboling,wheel_base,car_length,car_width,car_height,curb_weight,engine_type,cylinder_number,engine_size,fuel_system,bore_ratio,stroke,compression_ratio,horse_power,peak_rpm,city_mpg,highway_mpg,price,marca,modelo,fuel_type_gas,aspiration_turbo,door_number_two,car_body_hardtop,car_body_hatchback,car_body_sedan,car_body_wagon,drive_wheel_fwd,drive_wheel_rwd,engine_location_rear
80,1,-0.9583016201565685,-1.360936821624989,-0.9849715439329279,-1.1999229553853428,-0.7904485508837522,ohc,four,-0.6958743379112906,spdi,-1.1094586645185023,0.43021719839927847,-0.6416754282221906,-0.05366798451916333,0.7878554622044521,-0.18686503692548712,-0.10935376525761202,7689.0,mitsubishi,g4,True,True,True,False,True,False,False,True,False,False
81,3,-0.40894898390886314,-0.08525673064175315,-0.2372958521717572,-1.7742689997409007,-0.3572636613854622,ohc,four,-0.40700311427616154,spdi,-0.5912900124162876,0.6539800399008949,-0.6669130366764994,0.30123320343014376,0.7878554622044521,-0.3400943672043866,-0.10935376525761202,9959.0,mitsubishi,mirage g4,True,True,True,False,True,False,False,True,False,False
82,3,-0.40894898390886314,-0.08525673064175315,-0.2372958521717572,-1.7742689997409007,-0.43812484075847635,ohc,four,-0.11813189064103245,2bbl,0.07492682600084534,0.6539800399008949,-0.41453695213341013,-0.4085691724684704,-0.2629602160773477,-0.03363570664658759,0.18178288250616068,8499.0,mitsubishi,g4,True,False,True,False,True,False,False,True,False,False
83,3,-0.475537182241917,-0.06900602884578928,0.18327172444389506,-1.4460712601091512,0.5341345778932411,ohc,four,0.7003365763251667,spdi,0.9262038973116256,1.9326248484815627,-0.7931010789480439,1.03638566418228,-0.2629602160773477,-0.9530116883199847,-0.9827637085489301,12629.0,mitsubishi,outlander,True,True,True,False,True,False,False,True,False,False
84,3,-0.475537182241917,-0.06900602884578928,0.18327172444389506,-1.4460712601091512,0.7035580013414613,ohc,four,0.7003365763251667,spdi,0.9632159438903544,1.9326248484815627,-0.7931010789480439,1.03638566418228,-0.2629602160773477,-0.9530116883199847,-0.9827637085489301,14869.0,mitsubishi,g4,True,True,True,False,True,False,False,True,False,False
85,3,-0.475537182241917,-0.06900602884578928,0.18327172444389506,-1.4460712601091512,0.7131843322192011,ohc,four,0.7003365763251667,spdi,0.9632159438903544,1.9326248484815627,-0.7931010789480439,1.03638566418228,-0.2629602160773477,-0.9530116883199847,-0.9827637085489301,14489.0,mitsubishi,mirage g4,True,True,True,False,True,False,False,True,False,False
86,1,-0.40894898390886314,-0.13400883602964708,-0.2372958521717572,-0.8717252157535934,-0.36688999226320196,ohc,four,-0.11813189064103245,2bbl,0.07492682600084534,0.6539800399008949,-0.41453695213341013,-0.4085691724684704,-0.2629602160773477,-0.03363570664658759,0.18178288250616068,6989.0,mitsubishi,montero,True,False,False,False,False,True,False,True,False,False
87,1,-0.40894898390886314,-0.13400883602964708,-0.2372958521717572,-0.8717252157535934,-0.2898793452412838,ohc,four,-0.11813189064103245,2bbl,0.07492682600084534,0.6539800399008949,-0.41453695213341013,-0.4085691724684704,-0.2629602160773477,-0.03363570664658759,0.18178288250616068,8189.0,mitsubishi,pajero,True,False,False,False,False,True,False,True,False,False
88,1,-0.40894898390886314,-0.13400883602964708,-0.2372958521717572,-0.8717252157535934,-0.2937298775923797,ohc,four,-0.40700311427616154,spdi,-0.5912900124162876,0.6539800399008949,-0.6669130366764994,0.30123320343014376,0.7878554622044521,-0.3400943672043866,-0.10935376525761202,9279.0,mitsubishi,outlander,True,True,False,False,False,True,False,True,False,False
89,-1,-0.40894898390886314,-0.13400883602964708,-0.2372958521717572,-0.8717252157535934,-0.2937298775923797,ohc,four,-0.40700311427616154,spdi,-0.5912900124162876,0.6539800399008949,-0.6669130366764994,0.30123320343014376,0.7878554622044521,-0.3400943672043866,-0.10935376525761202,9279.0,mitsubishi,mirage g4,True,False,False,False,False,True,False,True,False,False
90,1,-0.7085958764076113,-0.7109087497863971,-0.9849715439329279,0.3179915904114915,-1.2833166918240289,ohc,four,-0.7199469398808848,2bbl,-0.6653141055737468,0.11055599625411121,-0.18739847604462975,-0.8902207846853871,0.1573660552353722,0.8857402750268095,0.9096245019155924,5499.0,nissan,versa,True,False,True,False,False,True,False,True,False,False
91,1,-0.7085958764076113,-0.7109087497863971,-0.9849715439329279,0.3179915904114915,-1.0368826213538904,ohc,four,-0.5755113280633202,idi,-1.257506850833419,0.6859461601154123,2.967302580743985,-1.2451219726346943,-0.6832864873900676,3.030950898931403,2.802012712380115,7099.0,nissan,gt-r,False,False,True,False,False,True,False,True,False,False
92,1,-0.7085958764076113,-0.7109087497863971,-0.9849715439329279,0.3179915904114915,-1.2274839727331381,ohc,four,-0.7199469398808848,2bbl,-0.6653141055737468,0.11055599625411121,-0.18739847604462975,-0.8902207846853871,0.1573660552353722,0.8857402750268095,0.9096245019155924,6649.0,nissan,rogue,True,False,True,False,False,True,False,True,False,False
93,1,-0.7085958764076113,-0.7109087497863971,-0.9849715439329279,0.3179915904114915,-1.188978649222179,ohc,four,-0.7199469398808848,2bbl,-0.6653141055737468,0.11055599625411121,-0.18739847604462975,-0.8902207846853871,0.1573660552353722,0.8857402750268095,0.9096245019155924,6849.0,nissan,latio,True,False,False,False,False,True,False,True,False,False
94,1,-0.7085958764076113,-0.3127665557852613,-0.9849715439329279,-0.09225558412819312,-1.0234057581250549,ohc,four,-0.7199469398808848,2bbl,-0.6653141055737468,0.11055599625411121,-0.18739847604462975,-0.8902207846853871,0.1573660552353722,0.8857402750268095,0.9096245019155924,7349.0,nissan,titan,True,False,False,False,False,False,True,True,False,False
95,1,-0.7085958764076113,-0.7109087497863971,-0.9849715439329279,0.3179915904114915,-1.1639501889400556,ohc,four,-0.7199469398808848,2bbl,-0.6653141055737468,0.11055599625411121,-0.18739847604462975,-0.8902207846853871,0.1573660552353722,0.8857402750268095,0.9096245019155924,7299.0,nissan,leaf,True,False,True,False,False,True,False,True,False,False
96,1,-0.7085958764076113,-0.6865326970924512,-0.9849715439329279,-0.17430501903613121,-1.015704693422863,ohc,four,-0.7199469398808848,2bbl,-0.6653141055737468,0.11055599625411121,-0.18739847604462975,-0.8902207846853871,0.1573660552353722,0.8857402750268095,0.9096245019155924,7799.0,nissan,juke,True,False,True,False,True,False,False,True,False,False
97,1,-0.7085958764076113,-0.7109087497863971,-0.9849715439329279,0.3179915904114915,-1.1254448654290965,ohc,four,-0.7199469398808848,2bbl,-0.6653141055737468,0.11055599625411121,-0.18739847604462975,-0.8902207846853871,0.1573660552353722,0.8857402750268095,0.9096245019155924,7499.0,nissan,latio,True,False,False,False,False,True,False,True,False,False
98,1,-0.7085958764076113,-0.3127665557852613,-0.9849715439329279,-0.09225558412819312,-0.9983772978429314,ohc,four,-0.7199469398808848,2bbl,-0.6653141055737468,0.11055599625411121,-0.18739847604462975,-0.8902207846853871,0.1573660552353722,0.8857402750268095,0.9096245019155924,7999.0,nissan,note,True,False,False,False,False,False,True,True,False,False
99,2,-0.6087135789080294,-0.9465439258278872,-0.9849715439329279,-0.17430501903613121,-1.054210016933822,ohc,four,-0.7199469398808848,2bbl,-0.6653141055737468,0.11055599625411121,-0.18739847604462975,-0.8902207846853871,0.1573660552353722,0.8857402750268095,0.9096245019155924,8249.0,nissan,clipper,True,False,True,True,False,False,False,True,False,False
100,0,-0.25912553765948787,-0.052755327049823095,-0.33075531364190436,0.40004102531942964,-0.44582590546066814,ohc,four,-0.16627709458022064,2bbl,0.0009027328433861145,0.6859461601154123,-0.41453695213341013,-0.180418408786773,0.1573660552353722,0.2728229539112114,0.4729195302699334,8949.0,nissan,rogue,True,False,False,False,True,False,False,True,False,False
101,0,-0.25912553765948787,-0.052755327049823095,-0.33075531364190436,0.40004102531942964,-0.4881817613227232,ohc,four,-0.16627709458022064,2bbl,0.0009027328433861145,0.6859461601154123,-0.41453695213341013,-0.180418408786773,0.1573660552353722,0.2728229539112114,0.4729195302699334,9549.0,nissan,nv200,True,False,False,False,False,True,False,True,False,False
102,0,0.27358004900495464,0.6216487974827147,0.2767311859140422,0.5641398951353029,1.0385543158868056,ohcv,six,1.302151625565019,mpfi,0.3710231986306822,0.046623755825077745,-0.2883489098618655,1.2138362581569333,0.1573660552353722,-1.2594703488777836,-1.273900356312703,13499.0,nissan,dayz,True,False,False,False,False,True,False,True,False,False
103,0,0.27358004900495464,0.8572839735242048,0.2767311859140422,0.9743870696749876,1.4255328171719446,ohcv,six,1.302151625565019,mpfi,0.3710231986306822,0.046623755825077745,-0.2883489098618655,1.2138362581569333,0.1573660552353722,-1.2594703488777836,-1.273900356312703,14399.0,nissan,fuga,True,False,False,False,False,False,True,True,False,False
104,0,0.27358004900495464,0.8572839735242048,0.2767311859140422,0.5641398951353029,0.9711699997426271,ohcv,six,1.302151625565019,mpfi,0.3710231986306822,0.046623755825077745,-0.2883489098618655,1.2138362581569333,0.1573660552353722,-0.9530116883199847,-0.8371953846670438,13499.0,nissan,otti,True,False,False,False,False,True,False,True,False,False
105,3,-1.2413014630720538,-0.27213980129534926,0.9309474162050657,-1.6511948473789937,0.9923479276736545,ohcv,six,1.302151625565019,mpfi,0.3710231986306822,0.046623755825077745,-0.2883489098618655,1.4166369369851088,0.1573660552353722,-0.9530116883199847,-0.8371953846670438,17199.0,nissan,teana,True,False,True,False,True,False,False,False,True,False
106,3,-1.2413014630720538,-0.27213980129534926,0.9309474162050657,-1.6511948473789937,1.1232660276109157,ohcv,six,1.302151625565019,mpfi,0.3710231986306822,0.046623755825077745,-0.5912002113135727,2.430640331125986,0.1573660552353722,-1.2594703488777836,-1.1283320324308166,19699.0,nissan,kicks,True,True,True,False,True,False,False,False,True,False
107,1,0.07381545400578841,0.36163756874727887,0.9309474162050657,-1.6511948473789937,1.1232660276109157,ohcv,six,1.302151625565019,mpfi,0.3710231986306822,0.046623755825077745,-0.2883489098618655,1.4166369369851088,0.1573660552353722,-0.9530116883199847,-0.8371953846670438,18399.0,nissan,clipper,True,False,True,False,True,False,False,False,True,False
108,0,1.5221087677497407,1.0279163423818347,1.1645960698804303,1.220535374398799,0.8941593527207089,l,four,-0.16627709458022064,mpfi,0.4820593383668702,-0.20910520589105608,-0.43977456058771897,-0.180418408786773,-0.2629602160773477,-0.9530116883199847,-0.9827637085489301,11900.0,peugeot,504,True,False,False,False,False,True,False,False,True,False
109,0,1.5221087677497407,1.0279163423818347,1.1645960698804303,1.220535374398799,1.234931465792697,l,four,0.6040461684467903,idi,1.3703484562563808,0.8457767611879953,2.740164104655205,-0.23111857849381687,-2.049346869156407,0.42605228419011093,0.32735120638804704,13200.0,peugeot,304,False,True,False,False,False,True,False,False,True,False
110,0,2.5708728914953607,2.019209151935689,1.1645960698804303,2.041029723478168,1.2984652495857796,l,four,-0.16627709458022064,mpfi,0.4820593383668702,-0.20910520589105608,-0.43977456058771897,-0.180418408786773,-0.2629602160773477,-0.9530116883199847,-0.9827637085489301,12440.0,peugeot,504 (sw),True,False,False,False,False,False,True,False,True,False
111,0,2.5708728914953607,2.019209151935689,1.1645960698804303,2.041029723478168,1.6835184846953706,l,four,0.6040461684467903,idi,1.3703484562563808,0.8457767611879953,2.740164104655205,-0.23111857849381687,-2.049346869156407,-0.03363570664658759,-0.8371953846670438,13860.0,peugeot,504,False,True,False,False,False,False,True,False,True,False
112,0,1.5221087677497407,1.0279163423818347,1.1645960698804303,1.220535374398799,1.0000489923758464,l,four,-0.16627709458022064,mpfi,0.4820593383668702,-3.405717227342726,-0.43977456058771897,-0.23111857849381687,-0.2629602160773477,-0.9530116883199847,-0.9827637085489301,15580.0,peugeot,504,True,False,False,False,False,True,False,False,True,False
113,0,1.5221087677497407,1.0279163423818347,1.1645960698804303,1.220535374398799,1.3408211054478345,l,four,0.6040461684467903,idi,1.3703484562563808,0.8457767611879953,2.740164104655205,-0.23111857849381687,-2.049346869156407,0.42605228419011093,0.32735120638804704,16900.0,peugeot,604sl,False,True,False,False,False,True,False,False,True,False
114,0,2.5708728914953607,2.019209151935689,1.1645960698804303,1.220535374398799,1.404354889240917,l,four,-0.16627709458022064,mpfi,0.4820593383668702,-3.405717227342726,-0.43977456058771897,-0.23111857849381687,-0.2629602160773477,-0.9530116883199847,-0.9827637085489301,16695.0,peugeot,504,True,False,False,False,False,False,True,False,True,False
115,0,2.5708728914953607,2.019209151935689,1.1645960698804303,2.041029723478168,1.7894081243505082,l,four,0.6040461684467903,idi,1.3703484562563808,0.8457767611879953,2.740164104655205,-0.23111857849381687,-2.049346869156407,-0.03363570664658759,-0.8371953846670438,17075.0,peugeot,505s turbo diesel,False,True,False,False,False,False,True,False,True,False
116,0,1.5221087677497407,1.0279163423818347,1.1645960698804303,1.220535374398799,1.0000489923758464,l,four,-0.16627709458022064,mpfi,0.4820593383668702,-0.20910520589105608,-0.43977456058771897,-0.180418408786773,-0.2629602160773477,-0.9530116883199847,-0.9827637085489301,16630.0,peugeot,504,True,False,False,False,False,True,False,False,True,False
117,0,1.5221087677497407,1.0279163423818347,1.1645960698804303,1.220535374398799,1.3408211054478345,l,four,0.6040461684467903,idi,1.3703484562563808,0.8457767611879953,2.740164104655205,-0.23111857849381687,-2.049346869156407,0.42605228419011093,0.32735120638804704,17950.0,peugeot,504,False,True,False,False,False,True,False,False,True,False
118,0,1.5387558173330036,1.0279163423818347,1.1178663391453534,0.9333623522210185,1.1059386320309839,l,four,0.17073933299409666,mpfi,1.0372400370478136,-0.14517296546202263,-0.7931010789480439,0.960335409621714,0.998018597860812,-1.1062410185988842,-0.9827637085489301,18150.0,peugeot,604sl,True,True,False,False,False,True,False,False,True,False
119,1,-0.8417722730737214,-1.360936821624989,-0.9849715439329279,-1.1999229553853428,-1.2274839727331381,ohc,four,-0.8884551536680434,2bbl,-1.3315309439908782,-0.08124072503298917,-0.18739847604462975,-0.9155708695389091,0.7878554622044521,1.8051162567002066,1.4918977974431378,5572.0,plymouth,fury iii,True,False,True,False,True,False,False,True,False,False
120,1,-0.8417722730737214,-1.360936821624989,-0.9849715439329279,-1.1999229553853428,-0.8231780758680675,ohc,four,-0.6958743379112906,spdi,-1.1094586645185023,0.43021719839927847,-0.6416754282221906,-0.05366798451916333,0.7878554622044521,-0.18686503692548712,-0.10935376525761202,7957.0,plymouth,cricket,True,True,True,False,True,False,False,True,False,False
121,1,-0.8417722730737214,-1.360936821624989,-0.9849715439329279,-1.281972390293278,-1.1331459301312883,ohc,four,-0.8884551536680434,2bbl,-1.3315309439908782,-0.08124072503298917,-0.18739847604462975,-0.9155708695389091,0.7878554622044521,0.8857402750268095,1.0551928257974788,6229.0,plymouth,fury iii,True,False,False,False,True,False,False,True,False,False
122,1,-0.8417722730737214,-0.548401731826749,-0.9849715439329279,-1.1999229553853428,-1.0907900742692331,ohc,four,-0.8884551536680434,2bbl,-1.3315309439908782,-0.08124072503298917,-0.18739847604462975,-0.9155708695389091,0.7878554622044521,0.8857402750268095,1.0551928257974788,6692.0,plymouth,satellite custom (sw),True,False,False,False,False,True,False,True,False,False
123,1,-0.8417722730737214,-0.548401731826749,-0.9849715439329279,-1.1999229553853428,-0.7018863068085462,ohc,four,-0.6958743379112906,2bbl,-1.3315309439908782,-0.08124072503298917,-0.18739847604462975,-0.9155708695389091,0.7878554622044521,0.8857402750268095,1.0551928257974788,7609.0,plymouth,fury gran sedan,True,False,False,False,False,True,False,True,False,False
124,-1,0.7563444869196039,0.04474888372596479,-0.6111336980523459,2.492301615471819,-0.039594742420049546,ohc,four,-0.11813189064103245,2bbl,0.07492682600084534,0.6539800399008949,-0.41453695213341013,-0.4085691724684704,-0.2629602160773477,-0.18686503692548712,-0.10935376525761202,8921.0,plymouth,valiant,True,False,False,False,False,False,True,True,False,False
125,3,-0.475537182241917,-0.06900602884578928,0.18327172444389506,-1.4460712601091512,0.5052555852600219,ohc,four,0.7003365763251667,spdi,0.9632159438903544,1.9326248484815627,-0.7931010789480439,1.03638566418228,-0.2629602160773477,-0.9530116883199847,-0.9827637085489301,12764.0,plymouth,duster,True,True,True,False,True,False,False,False,True,False
126,3,-0.7085958764076113,-0.4183961174590311,1.1178663391453534,-1.4460712601091512,0.4282449382381036,ohc,four,0.5799735664771962,mpfi,2.2586375741458897,-0.46483416760718993,-0.16216086759032092,0.985685494475236,0.7878554622044521,-0.9530116883199847,-0.5460587369032711,22018.0,porsche,macan,True,False,True,False,True,False,False,False,True,False
127,3,-1.5409483555708021,-0.4183961174590311,-0.4242147751120515,-0.8717252157535934,0.38588908237604863,ohcf,six,1.6150954511697422,mpfi,1.5183966425712994,-1.1361226921120404,-0.16216086759032092,2.60809092510064,1.6285080048298919,-1.2594703488777836,-0.8371953846670438,32528.0,porsche,panamera,True,False,True,True,False,False,False,False,True,True
128,3,-1.5409483555708021,-0.4183961174590311,-0.4242147751120515,-0.8717252157535934,0.38588908237604863,ohcf,six,1.6150954511697422,mpfi,1.5183966425712994,-1.1361226921120404,-0.16216086759032092,2.60809092510064,1.6285080048298919,-1.2594703488777836,-0.8371953846670438,34028.0,porsche,cayenne,True,False,True,True,False,False,False,False,True,True
129,3,-1.5409483555708021,-0.4183961174590311,-0.4242147751120515,-0.8717252157535934,0.47060079410015865,ohcf,six,1.6150954511697422,mpfi,1.5183966425712994,-1.1361226921120404,-0.16216086759032092,2.60809092510064,1.6285080048298919,-1.2594703488777836,-0.8371953846670438,37028.0,porsche,boxter,True,False,True,False,False,False,False,False,True,True
130,1,-0.05936094266032163,0.13412774360377072,2.98705556854827,-1.322997107747247,1.5603014494603014,dohcv,eight,1.831748868896089,mpfi,2.2586375741458897,-0.46483416760718993,-0.035972825318776304,4.661447798235916,1.313263301345352,-1.2594703488777836,-0.4004904130213847,31400.5,porsche,cayenne,True,False,True,False,True,False,False,False,True,False
131,0,-0.44224308307539123,0.6053980956867508,0.2767311859140422,0.6051646125892719,0.0451169693040605,ohc,four,0.12259412905490848,mpfi,0.4820593383668702,2.0604893293396294,-0.36406173522479246,-0.3578690027614265,-0.052797080420987755,-0.3400943672043866,0.03621455862427433,9295.0,renault,12tl,True,False,False,False,False,False,True,True,False,False
132,2,-0.44224308307539123,0.22350660348157897,0.3234609166491125,-1.322997107747247,-0.18398970558614622,ohc,four,0.12259412905490848,mpfi,0.4820593383668702,2.0604893293396294,-0.36406173522479246,-0.3578690027614265,-0.052797080420987755,-0.3400943672043866,0.03621455862427433,9895.0,renault,5 gtl,True,False,True,False,True,False,False,True,False,False
133,3,0.057168404422523175,1.0197909914838528,0.2767311859140422,0.9743870696749876,0.19721299717234897,ohc,four,-0.14220449261062654,mpfi,0.7781557109967071,-0.5926986484652568,-0.21011232365350774,0.14913269430901213,0.2624476230635522,-0.6465530277621856,-0.4004904130213847,11850.0,saab,99e,True,False,True,False,True,False,False,True,False,False
134,2,0.057168404422523175,1.0197909914838528,0.2767311859140422,0.9743870696749876,0.2684478456676233,ohc,four,-0.14220449261062654,mpfi,0.7781557109967071,-0.5926986484652568,-0.2126360844989386,0.14913269430901213,0.2624476230635522,-0.6465530277621856,-0.4004904130213847,12170.0,saab,99le,True,False,False,False,False,True,False,True,False,False
135,3,0.057168404422523175,1.0197909914838528,0.2767311859140422,0.9743870696749876,0.2915510397741988,ohc,four,-0.14220449261062654,mpfi,-2.9230489468762504,-3.7893106699169268,-0.2126360844989386,0.14913269430901213,0.2624476230635522,-0.6465530277621856,-0.4004904130213847,15040.0,saab,99le,True,False,True,False,True,False,False,True,False,False
136,2,0.057168404422523175,1.0197909914838528,0.2767311859140422,0.9743870696749876,0.3897396147271445,ohc,four,-0.14220449261062654,mpfi,0.7781557109967071,-0.5926986484652568,-0.2126360844989386,0.14913269430901213,0.2624476230635522,-0.6465530277621856,-0.4004904130213847,15510.0,saab,99gle,True,False,False,False,False,True,False,True,False,False
137,3,0.057168404422523175,1.0197909914838528,0.2767311859140422,0.9743870696749876,0.48600292350454233,dohc,four,-0.14220449261062654,mpfi,0.7781557109967071,-0.5926986484652568,-0.2883489098618655,1.4166369369851088,0.7878554622044521,-0.9530116883199847,-0.6916270607851575,18150.0,saab,99gle,True,True,True,False,True,False,False,True,False,False
138,2,0.057168404422523175,1.0197909914838528,0.2767311859140422,0.9743870696749876,0.5610883043509126,dohc,four,-0.14220449261062654,mpfi,0.7781557109967071,-0.5926986484652568,-0.2883489098618655,1.4166369369851088,0.7878554622044521,-0.9530116883199847,-0.6916270607851575,18620.0,saab,99e,True,True,False,False,False,True,False,True,False,False
140,2,-0.8417722730737214,-1.3121847162370952,-1.0784310054030717,-0.010206149220255032,-0.838580205272451,ohcf,four,-0.45514831821534973,2bbl,1.074252083626544,-1.967241817689474,-0.36406173522479246,-0.7888204452712995,-1.5239390300155076,0.11959362363231192,0.03621455862427433,7053.0,subaru,dl,True,False,True,False,True,False,False,True,False,False
141,2,-0.9083604714067776,-1.360936821624989,-0.9849715439329279,0.8102881998591143,-0.6075482642066964,ohcf,four,-0.45514831821534973,2bbl,1.074252083626544,-1.967241817689474,-0.36406173522479246,-0.7888204452712995,-1.5239390300155076,0.11959362363231192,0.03621455862427433,7603.0,subaru,dl,True,False,True,False,True,False,False,False,False,False
143,0,-0.25912553765948787,-0.16651023962157716,-0.2372958521717572,-0.5025027586678777,-0.7038115729840941,ohcf,four,-0.45514831821534973,2bbl,1.074252083626544,-1.967241817689474,-0.16216086759032092,-0.5606696815896021,-1.5239390300155076,0.42605228419011093,0.32735120638804704,7775.0,subaru,brz,True,False,False,False,False,True,False,True,False,False
144,0,-0.25912553765948787,-0.16651023962157716,-0.2372958521717572,-0.5025027586678777,-0.4150216466519009,ohcf,four,-0.45514831821534973,mpfi,1.074252083626544,-1.967241817689474,-0.2883489098618655,-0.2564686633473388,0.1573660552353722,0.11959362363231192,0.18178288250616068,9960.0,subaru,baja,True,False,False,False,False,True,False,True,False,False
145,0,-0.29241963682601596,-0.16651023962157716,-0.2372958521717572,0.23594215550355344,-0.32838466875224287,ohcf,four,-0.45514831821534973,2bbl,1.074252083626544,-1.967241817689474,-0.2883489098618655,-0.5606696815896021,-0.6832864873900676,-0.18686503692548712,-0.8371953846670438,9233.0,subaru,r1,True,False,False,False,False,True,False,False,False,False
146,0,-0.29241963682601596,-0.16651023962157716,-0.2372958521717572,0.23594215550355344,-0.08772639680874843,ohcf,four,-0.45514831821534973,mpfi,1.074252083626544,-1.967241817689474,-0.6164378197678815,0.17448277916253407,-0.6832864873900676,-0.18686503692548712,-0.2549220891394984,11259.0,subaru,r2,True,True,False,False,False,True,False,False,False,False
147,0,-0.29241963682601596,-0.04462997615184115,-0.2372958521717572,-0.29737917139803544,-0.5112849554292986,ohcf,four,-0.45514831821534973,2bbl,1.074252083626544,-1.967241817689474,-0.2883489098618655,-0.5606696815896021,-0.6832864873900676,0.42605228419011093,0.18178288250616068,7463.0,subaru,trezia,True,False,False,False,False,False,True,True,False,False
148,0,-0.29241963682601596,-0.04462997615184115,-0.2372958521717572,-0.29737917139803544,-0.19361603646388598,ohcf,four,-0.45514831821534973,mpfi,1.074252083626544,-1.967241817689474,-0.2883489098618655,-0.2564686633473388,0.1573660552353722,-0.03363570664658759,0.03621455862427433,10198.0,subaru,tribeca,True,False,False,False,False,False,True,True,False,False
149,0,-0.30906668640927887,-0.03650462525385922,-0.2372958521717572,0.4820904602273648,-0.2610003526080644,ohcf,four,-0.45514831821534973,2bbl,1.074252083626544,-1.967241817689474,-0.2883489098618655,-0.5606696815896021,-0.6832864873900676,-0.3400943672043866,-0.2549220891394984,8013.0,subaru,dl,True,False,False,False,False,False,True,False,False,False
150,0,-0.30906668640927887,-0.03650462525385922,-0.2372958521717572,0.4820904602273648,0.18181086776796535,ohcf,four,-0.45514831821534973,mpfi,1.074252083626544,-1.967241817689474,-0.6164378197678815,0.17448277916253407,-0.6832864873900676,-0.3400943672043866,-1.1283320324308166,11694.0,subaru,dl,True,True,False,False,False,False,True,False,False,False
151,1,-0.5088312814084451,-1.2471819090532372,-1.0784310054030717,0.3179915904114915,-1.0984911389714251,ohc,four,-0.8403099497288552,2bbl,-1.0354345713610429,-0.7205631293233238,-0.2883489098618655,-1.0676713786600407,-0.6832864873900676,1.4986575961424076,1.200761149679365,5348.0,toyota,corona mark ii,True,False,True,False,True,False,False,True,False,False
152,1,-0.5088312814084451,-1.2471819090532372,-1.0784310054030717,0.3179915904114915,-0.9926014993162875,ohc,four,-0.8403099497288552,2bbl,-1.0354345713610429,-0.7205631293233238,-0.2883489098618655,-1.0676713786600407,-0.6832864873900676,0.8857402750268095,1.0551928257974788,6338.0,toyota,corona,True,False,True,False,True,False,False,True,False,False
153,1,-0.5088312814084451,-1.2471819090532372,-1.0784310054030717,0.3179915904114915,-1.0407331537049864,ohc,four,-0.8403099497288552,2bbl,-1.0354345713610429,-0.7205631293233238,-0.2883489098618655,-1.0676713786600407,-0.6832864873900676,0.8857402750268095,1.0551928257974788,6488.0,toyota,corolla 1200,True,False,False,False,True,False,False,True,False,False
154,0,-0.5088312814084451,-0.3533933102751733,-1.0784310054030717,2.2051285932940417,-0.5305376171847782,ohc,four,-0.8403099497288552,2bbl,-1.0354345713610429,-0.7205631293233238,-0.2883489098618655,-1.0676713786600407,-0.6832864873900676,0.8857402750268095,0.9096245019155924,6918.0,toyota,corona hardtop,True,False,False,False,False,False,True,True,False,False
155,0,-0.5088312814084451,-0.3533933102751733,-1.0784310054030717,2.2051285932940417,-0.5112849554292986,ohc,four,-0.8403099497288552,2bbl,-1.0354345713610429,-0.7205631293233238,-0.2883489098618655,-1.0676713786600407,-0.6832864873900676,0.2728229539112114,0.18178288250616068,7898.0,toyota,corolla 1600 (sw),True,False,False,False,False,False,True,False,False,False
156,0,-0.5088312814084451,-0.3533933102751733,-1.0784310054030717,2.2051285932940417,1.067433308520025,ohc,four,-0.8403099497288552,2bbl,-1.0354345713610429,-0.7205631293233238,-0.2883489098618655,-1.0676713786600407,-0.6832864873900676,0.2728229539112114,0.18178288250616068,8778.0,toyota,carina,True,False,False,False,False,False,True,False,False,False
157,0,-0.5088312814084451,-0.6296552408065731,-0.7045931595224864,-0.29737917139803544,-0.9136655861188213,ohc,four,-0.6958743379112906,2bbl,-0.5172659192588284,-0.7205631293233238,-0.2883489098618655,-0.8648706998318653,-0.6832864873900676,0.73251094474791,0.9096245019155924,6938.0,toyota,mark ii,True,False,False,False,False,True,False,True,False,False
158,0,-0.5088312814084451,-0.6296552408065731,-0.7045931595224864,-0.3794286063059735,-0.8597581332034786,ohc,four,-0.6958743379112906,2bbl,-0.5172659192588284,-0.7205631293233238,-0.2883489098618655,-0.8648706998318653,-0.6832864873900676,0.73251094474791,0.9096245019155924,7198.0,toyota,corolla 1200,True,False,False,False,True,False,False,True,False,False
159,0,-0.5088312814084451,-0.6296552408065731,-0.7045931595224864,-0.29737917139803544,-0.540163948062518,ohc,four,-0.40700311427616154,idi,-0.22116954662899155,0.30235271754121157,3.1187282314698392,-1.2197718877811723,-1.3137758943591475,1.345428265863508,0.7640561780337061,7898.0,toyota,corona,False,False,False,False,False,True,False,True,False,False
160,0,-0.5088312814084451,-0.6296552408065731,-0.7045931595224864,-0.3794286063059735,-0.540163948062518,ohc,four,-0.40700311427616154,idi,-0.22116954662899155,0.30235271754121157,3.1187282314698392,-1.2197718877811723,-1.3137758943591475,1.958345586979106,2.365307740734456,7788.0,toyota,corolla,False,False,False,False,True,False,False,True,False,False
161,0,-0.5088312814084451,-0.6296552408065731,-0.7045931595224864,-0.29737917139803544,-0.888637125836698,ohc,four,-0.6958743379112906,2bbl,-0.5172659192588284,-0.7205631293233238,-0.2883489098618655,-0.8648706998318653,-0.6832864873900676,1.958345586979106,2.365307740734456,7738.0,toyota,corona,True,False,False,False,False,True,False,True,False,False
